name,English_name,character_name,img_url
Fullmetal Alchemist: Brotherhood,Unknown,"Rockbell, Winry",https://cdn.myanimelist.net/images/characters/13/527433.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Rockbell, Winry",https://cdn.myanimelist.net/images/characters/8/527434.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Rockbell, Winry",https://cdn.myanimelist.net/images/characters/11/538999.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/8/91131.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/5/374245.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/9/527549.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/3/527550.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/9/527551.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/14/527552.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/3/527637.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/8/527638.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/15/527639.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/2/527640.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/3/527641.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/3/527643.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/2/527644.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Elric, Alphonse",https://cdn.myanimelist.net/images/characters/15/527660.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/15/77733.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/10/78721.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/15/79208.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/14/79562.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/7/81198.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/4/284117.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/7/284146.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/2/557187.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/6/582749.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/12/582750.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/7/582897.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/14/582898.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/4/582899.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/15/582900.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/10/582901.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/8/582902.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/3/582903.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/3/582904.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/12/582905.jpg
Fullmetal Alchemist: Brotherhood,Unknown,Greed,https://cdn.myanimelist.net/images/characters/11/582906.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/13/307466.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/16/510226.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/11/510227.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/13/510228.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/16/510229.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/15/510230.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/11/510232.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/15/510233.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/3/510234.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/2/510235.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/13/510236.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/16/510362.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/6/510363.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/15/510367.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/11/510368.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/7/570997.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/6/570998.jpg
Fullmetal Alchemist: Brotherhood,Unknown,"Mustang, Roy",https://cdn.myanimelist.net/images/characters/8/570999.jpg
